Employee_ID;Salary;Department
132;8156;0
11;8000;4
2023;3778;8
1735;6098;6
117;4599;9
3799;6881;10
148;4390;0
3388;1647;7
2262;9232;6
2446;1063;8
3400;8382;0
820;7130;6
1484;9870;4
1466;8114;0
256;3291;5
891;8762;5
3030;7230;2
311;1423;0
3395;4346;5
2867;2821;3
1772;4239;9
24;5361;9
3136;7818;10
3226;4504;3
1068;7776;10
3577;7673;7
3501;3172;10
1828;9313;1
1287;1388;6
607;9795;7
2552;4454;2
3048;4285;1
2881;6576;8
1080;7658;7
3910;3659;3
638;6390;6
3747;2758;4
2936;2316;3
2741;5675;8
365;2741;4
2497;1973;9
2805;1429;7
183;9085;9
52;1125;3
3159;3305;10
363;8242;8
2802;8489;9
1597;2565;1
1110;3070;8
1835;2118;1
3710;9114;0
3851;8234;2
3475;3415;1
3169;8107;8
3177;8757;1
1387;3534;0
3301;1507;7
2913;8625;4
1361;7454;7
2551;9958;8
2721;7743;9
2903;7528;4
605;3080;7
3336;1760;7
1278;2651;7
3185;6147;4
2115;4458;7
1460;8881;8
3633;3475;4
2320;5120;0
2413;7280;7
2567;1034;0
430;7312;0
1595;3344;10
3086;8636;7
1224;9071;6
1438;1774;10
1426;8789;7
2823;4053;9
1060;1760;4
826;6368;2
3479;5951;5
1486;6891;2
2927;7852;6
1872;8360;6
790;6679;5
2439;8020;2
3674;9743;1
856;4388;4
3528;7910;1
3225;7079;1
540;9737;6
2353;9635;5
3618;3291;4
1795;1218;1
1807;9294;7
3023;1379;9
2987;5040;6
1405;5447;3
2246;6411;3
1759;1039;5
3021;5898;3
1747;6681;4
986;6083;4
3494;4084;1
2557;4069;10
3151;2437;4
243;5824;0
2696;8741;9
3206;4864;9
1895;3215;10
59;6167;4
1318;5646;4
836;9849;5
531;7279;8
1925;3646;9
2707;6946;4
3381;8026;10
2289;3239;5
251;2021;1
980;4583;9
3836;5167;1
2610;2021;4
2397;6291;7
2975;7863;1
3622;2189;10
1713;9856;7
3568;4584;2
3823;7523;8
104;1010;2
3492;2883;3
2514;3353;2
1964;9465;3
3617;1178;10
938;9016;10
1903;2009;3
3664;5441;0
1417;3765;5
3514;1615;6
237;5546;7
1994;5986;7
3725;3442;9
611;5829;7
1472;3343;3
3924;3605;2
2152;6658;1
2713;2007;9
3846;7894;4
882;7615;4
3428;3511;7
3777;2595;8
3130;5677;5
3239;8704;7
890;3004;2
2101;1618;2
216;5884;9
3081;2035;9
685;5557;9
1767;8505;0
3339;5309;6
3536;7058;1
2192;7297;7
3543;2748;4
3815;8758;10
770;1781;10
3698;8850;10
1892;3104;1
3709;5363;1
1615;5322;3
2480;2150;4
740;1723;9
1627;8053;0
3721;7324;1
1266;3480;3
2702;5147;7
2558;1541;9
2463;1532;9
2120;7707;0
1480;1652;6
1111;8946;7
1218;1183;0
699;4367;10
2258;8927;10
3730;6085;8
1716;4221;0
3332;4061;4
1770;8517;8
396;6006;7
533;5743;5
1418;6520;5
645;9651;0
1167;3772;0
2714;3238;5
665;5182;2
3267;5109;7
2519;8460;10
1201;9202;5
524;2289;2
3085;9315;0
299;8994;8
2317;8496;9
1298;2475;2
3481;2327;1
3933;1969;1
1109;4481;5
994;6548;3
1342;7271;3
1755;7394;9
1861;9696;4
686;6180;4
3692;8405;0
586;4607;9
736;3797;1
2777;7815;0
2774;2915;6
415;7283;2
474;7218;5
3727;7035;5
3343;2144;10
3728;4536;5
789;3981;9
2226;9881;8
2784;1641;10
1366;1867;10
3345;1146;8
2555;4856;8
637;2565;1
1894;5892;0
1874;6382;5
2621;4796;0
2839;8575;2
612;8145;1
147;8061;4
3740;2807;6
1583;7649;6
3318;2073;8
1032;4914;1
1192;6547;10
2796;4185;3
1575;6047;3
899;8025;8
1715;2017;2
1204;3766;3
3163;1481;10
2034;1996;10
2708;2578;5
1814;3464;4
3296;5476;6
2750;5951;4
2925;7931;6
711;4816;6
1197;1574;2
3682;9013;0
3760;6391;0
2506;9305;8
1780;6047;5
1689;1468;9
43;4069;5
2128;6738;0
1981;1050;2
2661;6489;1
261;3806;8
687;4503;3
3571;9405;6
3585;4068;1
1272;9451;10
1754;8830;8
747;8756;3
3597;6135;5
3654;2863;5
2155;5419;9
1560;2611;3
302;8478;9
1820;9600;5
3408;9314;0
1188;5974;5
3424;4761;9
975;4822;7
1413;2433;5
3636;8786;7
550;6634;6
1353;2980;6
2855;8867;1
493;3510;7
1092;3160;2
3190;4645;8
3592;5798;5
2742;7610;0
3998;8926;5
2304;7979;5
2667;7990;4
1971;8463;0
596;1790;9
745;1573;9
222;2660;10
1129;8968;9
2296;3341;5
3593;8437;0
1158;8808;8
3511;5197;7
2801;2647;10
3361;9232;1
1463;7335;9
369;5615;5
3870;6454;7
347;3721;5
2982;9021;10
3137;7295;6
382;4874;9
179;4373;2
2208;8149;7
3835;6041;8
2300;9260;9
3883;7532;0
1470;2902;5
905;6250;2
3701;5185;0
3374;7875;10
2190;7388;0
2656;6071;3
3518;4942;4
489;2887;9
2647;6814;7
391;5387;9
1722;2089;10
3780;9150;1
3752;3054;9
2280;5075;8
2766;5569;7
3795;2255;4
1939;3627;5
869;8133;7
2149;7189;3
2512;1162;7
1281;7174;3
1954;3760;4
888;4230;0
1830;2957;0
1717;1406;2
3365;5887;10
2165;5856;0
1213;8043;1
2036;4396;9
2725;6550;8
2753;9286;9
2814;1451;8
525;9616;6
478;6164;10
198;5968;4
3916;9767;7
1053;7040;10
1377;9581;9
1877;1040;3
3713;3120;3
3745;1198;7
670;3475;0
246;8620;6
2760;4698;10
1721;5544;2
1725;7666;3
780;8212;10
1670;5491;2
2470;5762;8
232;7887;10
1816;2439;3
1412;9717;6
2406;3516;2
539;2903;9
647;4183;6
1373;7255;6
1295;5704;8
3105;8611;1
1440;1814;0
1118;5000;9
3464;1157;2
3273;8739;2
700;1146;7
1248;4683;7
3232;1132;6
1079;5142;1
1928;4304;2
2053;4237;10
303;9712;7
3102;2589;0
2890;4887;3
3152;5462;3
476;9989;2
3195;6278;0
3298;9976;7
528;2763;10
571;4606;2
2146;4643;6
1691;9499;0
2679;8235;7
2772;4494;2
2757;2423;7
682;7232;8
1604;5885;2
2983;3730;6
30;1548;6
896;8873;0
1744;7012;7
1326;5728;3
1935;5024;8
3452;1918;6
2048;5424;0
2110;9956;0
1561;2853;9
3506;2564;10
2859;2511;1
2723;7494;10
3419;3506;10
2441;4561;4
298;2335;9
3161;5001;10
1639;3058;7
2589;1739;1
101;4274;5
3236;9712;2
2711;7785;1
3886;5685;9
1157;3011;2
514;6997;5
3832;3900;2
1378;4178;2
3168;3920;1
1951;5828;2
1962;2515;8
852;1935;5
1651;3601;9
3054;2709;7
718;1849;0
3706;1095;7
2862;5919;7
1116;1431;2
1917;8649;3
3665;8491;0
3435;3197;1
2322;9378;0
3083;5121;10
1454;3160;1
3854;9104;3
2408;2418;0
3064;2176;8
3250;3186;8
2781;5311;4
1161;1161;8
1279;3791;4
2381;2652;3
3693;5855;7
1566;2337;0
2907;2695;8
2541;9456;0
2681;4960;5
348;3445;4
3625;7086;1
2780;2603;5
1803;7319;9
3423;6591;4
1343;9822;0
908;7992;6
3047;2667;2
229;5100;10
2316;7583;8
263;9012;9
2751;4154;1
1351;3758;1
1035;6338;3
1395;3658;1
381;5655;6
2348;2647;9
1407;3612;2
702;2406;4
1761;6222;2
1854;2976;6
53;8684;0
1825;9726;6
1768;6850;4
3;3064;6
1408;7240;10
2372;6297;3
458;1087;0
1461;8656;8
170;3531;8
3110;1334;10
3578;6503;9
3507;1973;1
265;1645;8
1031;9345;10
2288;9992;8
3347;2198;7
833;7524;10
3257;4965;2
2565;1865;5
3673;4563;4
3394;3727;2
3241;5584;3
1866;1345;8
692;8330;6
1712;6506;0
3043;2542;8
3792;8817;7
771;3392;4
870;7090;1
1644;9551;3
821;7926;5
1607;4447;1
1797;4909;3
3469;4970;6
2974;9745;0
1130;6998;10
889;1485;5
3104;9177;2
3288;3172;4
779;1357;2
2878;9832;5
1090;7935;5
2625;7810;2
387;8941;5
122;2888;8
1666;9572;2
2167;3332;9
2962;4823;10
1474;3057;7
3291;8775;10
196;7402;7
3222;4889;2
1949;8664;3
2992;4092;3
3265;7608;0
2682;5355;10
1609;5126;7
3991;3684;6
2358;4457;6
3141;1784;1
2932;6030;0
190;5742;6
2076;8891;7
3525;7342;4
342;6171;2
3210;4917;10
3590;7822;6
1685;7161;1
502;1735;0
1549;8126;2
3390;4376;1
1455;7760;4
2630;1263;0
1642;8370;7
2851;1170;10
