Employee_ID;Salary;Department
266;4462;1
944;8523;10
852;5860;10
904;7629;10
206;6606;5
386;5005;8
967;3390;4
743;2168;10
731;2876;0
431;9523;9
646;1028;7
612;1085;6
711;7201;10
282;7774;0
758;9506;10
352;5557;10
97;6202;0
185;1652;4
737;5505;5
607;5659;0
571;3233;3
608;5554;2
300;6403;4
866;5819;9
477;9123;2
746;7324;5
211;6650;5
316;1729;7
797;1928;8
948;5270;10
495;7296;10
556;4859;6
932;3978;1
765;5885;1
644;1662;5
44;5751;1
141;2570;3
504;4901;3
645;9138;2
699;8458;9
654;5364;1
497;6352;5
135;4901;2
924;2511;6
24;5405;0
936;6315;7
290;7288;1
587;5017;2
591;4317;8
6;6059;2
42;3579;10
198;1327;5
516;1440;6
807;4671;1
217;9559;1
48;7522;6
470;9185;1
264;5818;4
480;6376;8
463;1056;7
125;2282;3
252;1704;0
60;7713;0
782;7363;5
100;8341;9
412;4112;10
194;2493;10
676;4609;7
703;9581;3
720;6002;10
461;4430;10
650;1569;9
303;5178;0
148;7230;5
649;6288;9
956;7017;10
664;2542;9
862;7298;0
773;7847;2
788;8722;4
679;3961;3
196;8324;0
754;1205;3
508;6321;9
59;8760;0
114;9224;10
897;1318;1
874;6405;1
224;2136;8
982;9350;6
83;8360;5
76;7532;1
690;4718;0
134;4205;3
725;8135;10
57;8233;0
276;9440;4
616;9756;4
72;6212;0
858;1922;2
947;1126;8
575;6103;7
957;7637;7
824;8349;1
685;9203;8
248;2851;0
68;6091;0
231;7333;0
600;3939;8
744;5915;8
899;1758;8
221;1629;3
177;7233;2
484;1627;3
472;1060;7
26;9581;5
945;3399;0
337;5969;2
429;4954;5
603;8954;4
601;4796;1
705;7310;10
13;5516;9
522;6112;8
749;7009;4
869;3593;2
639;6849;5
328;6202;7
697;5927;1
566;5870;5
321;2347;8
969;3945;0
222;5716;5
140;8435;8
278;3132;5
136;7001;5
358;5363;5
128;1761;3
318;4906;1
453;1308;5
875;7620;10
50;4782;1
666;9359;9
528;7132;3
961;3026;3
760;8089;0
233;8871;10
954;5274;7
946;4451;5
46;1911;2
424;1251;3
445;7927;9
922;5570;0
619;4201;4
317;9545;10
526;2808;10
275;8680;2
580;7325;3
585;3527;1
774;4283;6
551;9236;8
93;7728;4
997;8698;10
849;2835;9
895;8550;10
438;6786;4
850;1928;4
406;4783;4
883;8186;10
620;8754;7
82;5603;7
16;3544;2
119;5590;2
47;6452;4
237;6661;1
27;1685;8
790;2050;4
898;7928;6
284;6458;9
701;6655;8
634;2802;4
160;7398;10
756;3323;9
66;6888;4
490;6416;10
129;7952;4
204;8023;8
207;1151;3
350;9422;4
464;5886;0
294;6299;10
195;5827;6
454;6084;0
592;4227;9
626;7130;6
465;6070;9
167;8937;8
925;2278;10
373;9651;0
846;9653;4
223;2453;4
829;9467;0
926;3626;8
267;1541;2
73;2873;4
190;1057;7
951;7893;7
84;6894;3
159;5623;2
860;9605;4
384;5219;3
734;4461;6
25;4916;2
688;4681;6
433;4537;4
726;1946;1
955;8898;6
342;4892;7
750;6005;2
804;1753;1
329;5608;10
886;5100;5
443;9056;7
232;6610;8
527;9017;7
41;7049;0
638;3005;8
447;1717;8
439;7002;0
937;2130;5
876;8822;2
610;7868;2
940;6357;8
182;7330;10
379;9015;5
662;6382;10
154;4812;0
796;6022;5
579;9872;5
567;7385;7
844;2278;10
783;6622;2
615;2260;3
977;8604;10
405;3858;1
847;6591;2
366;4298;3
594;6545;7
670;5285;10
107;6732;2
277;3136;5
976;2610;5
348;5662;10
775;6047;9
92;6508;2
841;1678;1
209;3974;0
633;7538;7
152;4817;0
611;8782;10
242;1071;6
675;5233;7
155;2174;0
871;8357;8
258;1163;10
339;2012;9
541;1572;2
388;3781;3
912;1471;1
37;6628;1
816;5943;6
843;3535;3
885;2364;4
745;8642;1
793;2858;7
189;5605;7
962;5221;1
305;4484;1
103;9077;10
437;6428;6
493;8036;3
1;4791;6
825;4565;0
191;2041;5
943;1293;1
410;3932;10
404;7594;1
953;7672;6
260;5383;6
414;9729;8
513;4285;6
762;6536;2
928;4878;9
581;7484;8
33;2645;4
715;4665;7
183;6963;2
630;5211;2
865;1076;0
818;2075;5
302;6836;10
561;3936;5
95;2369;8
861;2936;6
102;1761;1
5;8974;10
394;5088;7
71;9893;3
589;1841;5
896;9108;3
831;3471;3
716;8440;3
385;3945;7
509;1511;2
349;2447;9
272;1381;6
227;3676;8
651;2444;10
28;4415;9
229;4694;0
208;6728;0
913;2527;3
780;5003;1
456;7509;2
488;3654;5
814;8699;5
677;3731;9
387;6349;1
444;8253;7
710;9676;5
448;4296;2
139;2275;7
452;7652;5
604;1533;3
543;6999;6
910;4613;5
351;2101;2
517;5545;1
430;5740;7
416;7276;8
230;6578;3
118;4779;0
722;8466;1
617;4617;2
923;6832;10
648;4386;0
657;3987;10
315;1242;1
632;1573;10
122;1400;1
658;7747;9
180;3132;9
69;4781;6
531;1303;3
996;1248;3
503;8848;5
511;7932;7
