Employee_ID;Salary;Department
543;1410;7
173;3115;6
2761;6834;9
4763;8401;8
1302;2184;4
1684;4074;5
4819;2453;4
2339;1562;2
4940;1404;4
4137;5772;10
3833;6638;7
3640;4310;2
848;4616;6
425;4595;2
4675;7770;10
4085;4725;7
2005;6782;2
3254;6347;7
3194;5476;3
4180;9732;8
3841;8491;3
4345;5210;3
4132;1797;8
3798;3889;7
4545;3313;7
4096;7882;3
4970;6378;5
169;9786;5
4436;1905;2
360;7602;3
3797;6232;6
350;3458;9
1788;4212;4
1818;5639;0
1420;6503;8
1407;8592;9
3369;2703;5
4161;7929;2
1850;5778;3
4052;4600;7
4191;4485;6
3697;8509;7
4531;5548;0
4215;3339;9
1078;4587;2
4317;9810;0
3533;2035;5
1290;2876;1
1594;4059;4
2306;3745;4
4460;3566;0
1618;2144;10
4764;9384;10
2228;1090;3
1400;9394;8
1002;9700;4
3155;6875;4
4159;6628;0
2542;8446;4
4865;6450;4
4055;8579;1
234;4725;7
1062;6273;7
1963;7090;6
2932;8995;0
2248;4650;0
2617;6007;3
4836;5283;8
117;7436;8
3493;7397;10
2956;6912;4
3866;5629;2
3015;5725;6
251;3319;0
3462;6758;7
1383;4309;3
3158;6972;10
969;9270;3
439;3166;1
4358;1352;0
1611;2104;10
749;6867;5
934;5953;0
3959;4016;2
4732;3630;4
1073;4263;5
4407;9643;0
516;5984;1
4996;6266;1
1588;8617;9
4606;8481;7
436;3474;6
3051;1577;6
1170;2537;4
2293;1228;9
2127;2751;6
394;6470;5
2288;1757;9
2928;9557;6
2047;7962;6
3214;6374;5
4149;8830;10
2620;7006;3
1287;5810;5
327;9033;4
1846;8113;2
4695;8968;8
3986;2736;7
116;2554;5
1426;1267;5
3651;9272;8
2810;2704;3
3177;4671;5
600;3678;3
27;3842;3
3863;3839;9
3085;5250;3
2817;8833;9
1038;3528;3
4882;5207;5
3073;7549;6
3694;5758;8
790;9238;5
4785;4927;7
705;2634;10
45;3435;5
481;1105;8
3255;1333;7
1854;4111;5
4511;5238;9
1014;5855;0
4354;4422;8
4427;6777;2
832;9299;9
1621;1196;8
1152;2933;10
3802;3523;5
4694;3223;2
1003;4592;5
3582;7000;0
2119;5788;6
4914;3808;0
387;5430;2
2237;2204;4
3081;6721;3
517;5923;2
1774;7125;0
4839;9119;4
4146;9589;0
341;1928;3
4018;9561;9
937;7203;9
58;1065;1
4992;1451;10
4303;1406;5
4023;9742;10
3461;9635;4
3405;3509;8
4259;3409;9
4867;8244;5
3532;8333;10
1031;5008;5
995;1942;4
1345;1522;3
4686;1969;0
955;5740;6
2877;1162;3
4900;4703;4
4080;7391;1
2805;1429;1
4290;4219;1
1231;2109;10
4020;1536;1
1237;9782;10
2645;8888;5
3361;7970;3
4131;6050;1
3419;4422;0
1596;1495;10
2882;2247;5
906;2734;7
3927;2506;3
340;8162;4
2036;6134;2
1801;2897;2
3720;7490;1
3239;2505;10
2203;5050;5
1272;8727;6
4271;5956;10
1056;1496;2
4617;6922;5
2322;7909;8
198;6597;5
2;1767;10
4423;2236;5
3454;6600;7
3923;9274;9
61;9472;8
3501;1201;0
152;5175;4
4265;2844;6
1055;3820;9
4398;7030;0
1787;6186;8
909;1911;7
4913;2690;0
4817;2360;9
4447;1207;2
3786;9668;3
2960;9338;10
2692;3207;5
365;6130;7
4351;4314;0
2148;3165;8
4490;7406;9
3529;8606;3
3487;2682;7
4058;9045;6
4862;8586;8
226;5852;3
4251;6294;6
4507;3439;8
908;6370;1
1494;2912;8
4786;8470;5
4502;7014;2
78;7416;9
3586;1014;10
2758;8984;4
2622;8756;9
2667;6561;3
2277;5945;8
948;4803;3
2436;4346;7
2309;6097;8
4959;7352;1
4092;2238;2
4812;9241;8
2147;3358;7
1422;1428;9
1637;6036;5
3590;7316;8
2924;6323;8
599;3249;1
3196;3978;3
2965;5519;9
576;2487;2
1672;9268;10
2492;3694;1
378;8702;1
92;8680;2
1424;1465;5
3639;3585;8
1157;3883;7
1015;2396;5
2952;1361;5
1098;4591;0
931;1167;1
1708;2971;5
1789;8149;6
482;1308;8
653;6224;0
2325;5152;9
3928;5923;9
1448;4604;2
587;5409;9
4910;1175;0
4726;6475;0
1767;4455;9
1754;4577;7
506;8742;10
364;1841;5
4647;4242;2
682;4659;8
3168;4268;9
4869;6476;1
206;8402;5
1653;4452;1
3635;4676;10
3763;7377;5
2916;3156;6
2773;4754;4
2333;8586;1
1571;9911;4
452;3159;3
3295;7846;10
856;2523;6
2063;8550;1
660;2621;5
3983;3315;3
373;6522;8
722;9329;0
4899;9996;3
4453;2195;4
1839;5613;6
3209;3191;3
1573;1521;9
655;1472;3
1300;4531;10
1506;6483;10
4498;2952;7
2040;1725;7
4649;5622;7
3137;2442;8
2978;6548;7
3935;1187;6
4101;5369;1
2298;4692;1
1837;9230;10
2482;7813;6
4095;3944;5
75;3340;0
1999;4540;8
131;7776;3
2208;2298;5
1660;2007;6
2627;9811;8
1364;1264;1
111;1113;3
1177;1964;10
2072;2423;4
353;3056;8
4690;8623;4
4450;8114;2
2538;3685;0
3796;7636;3
565;9610;2
349;3844;5
1894;4591;10
100;6074;1
2905;5213;9
4981;1577;10
4620;4549;6
219;3113;3
1545;6785;2
835;7638;9
314;6837;6
3360;8687;8
293;6016;0
2193;1624;8
1525;6139;10
2997;4801;6
2435;1135;7
761;5791;6
2262;4423;5
880;9829;3
1328;8517;0
4119;8957;6
4849;3633;6
1;7824;7
2358;8205;5
4282;8384;2
1225;8210;2
2176;4200;7
2462;3149;7
326;3009;7
3184;3178;10
3844;5927;2
466;9945;6
1561;9477;6
2254;8881;5
2108;4629;9
4266;4671;2
3284;3542;1
4793;7601;7
4046;3225;4
3853;7625;4
3579;4380;4
1790;1141;0
816;8910;2
4719;8506;4
1032;7054;9
719;2247;7
4184;7874;4
3379;5200;3
105;5043;1
130;9598;0
3770;3272;0
3758;8721;6
3728;9097;7
1912;2267;8
4645;2185;2
2656;5551;5
1936;2766;9
1370;6126;2
3022;1281;0
2055;3216;4
2920;8765;0
1994;2256;6
94;7820;7
1633;8588;8
2628;4138;3
2923;1654;3
352;5848;6
4513;9686;3
3143;3129;1
3412;2542;1
2387;6846;7
957;2658;1
1632;6093;10
3788;7780;0
910;7681;3
2120;1204;7
987;1597;8
1336;3069;4
4598;4349;2
2454;3683;4
2596;1048;10
3186;6602;1
659;9305;6
1210;5329;2
757;5190;2
4062;9526;3
1086;5367;4
3588;6686;8
3909;1455;5
1527;5520;10
2012;5165;10
542;7540;5
2453;7297;10
998;3555;2
4448;7522;5
2937;5785;9
4708;4810;3
2522;1414;7
4615;4559;1
207;9136;3
4429;3504;6
1133;9022;3
3672;6607;3
3154;3967;3
35;3732;5
3915;2469;1
3197;8307;4
1354;8673;8
3850;2224;6
2023;8805;6
3057;6977;2
902;9931;5
3484;8324;5
2037;3190;4
1607;3599;8
2236;6560;0
811;5184;2
989;8101;6
649;4807;4
1888;9238;4
2404;3023;7
296;1636;1
256;5451;3
136;6744;3
585;6946;2
315;2347;1
3492;9219;2
2177;5084;9
2708;2655;8
2405;5581;8
900;9716;2
4956;4580;6
246;3867;10
2459;6411;6
1540;3168;1
1933;6322;9
686;2294;9
949;5678;9
1276;5225;9
4522;8603;1
483;6508;5
2186;8706;5
2888;3108;8
1810;5602;5
4775;6027;5
1832;8203;5
1311;6864;7
3976;5559;10
4653;2145;6
3867;3086;2
4993;3374;7
3156;6312;9
3743;6257;10
4788;1241;5
3678;8067;1
2996;1983;0
578;6065;0
231;8858;6
1060;6232;2
317;6884;8
1016;3219;2
999;9159;2
4697;9212;0
1236;4865;2
2123;5252;4
2903;7322;9
1579;8866;5
4566;1305;9
2571;8143;3
4182;4379;4
3803;1042;6
4711;9565;4
500;2478;5
4921;1015;3
716;6359;3
4789;8869;5
2744;3140;8
4117;9409;4
2922;6367;7
2717;2188;6
3835;5270;10
4986;4793;1
2312;4206;0
1849;5539;9
868;1056;5
1546;3818;1
3187;7332;5
3175;4207;7
697;2964;6
1183;1415;10
1071;9109;3
2058;5992;7
3522;8417;0
3138;1299;2
3488;9844;9
4886;1626;6
2283;9276;3
1512;3607;0
3591;9674;9
2792;6636;0
4299;4399;10
3505;2749;10
676;3159;8
765;2491;10
2957;2941;4
594;2636;8
2456;5703;9
739;6090;5
3647;1902;2
379;4868;2
4053;5901;2
1984;6477;5
1128;9834;2
114;6276;8
4830;8254;5
2331;8243;1
4076;7966;2
1794;4221;3
3818;2250;9
923;9453;4
2878;7054;8
3977;8769;7
79;8877;6
2257;9597;4
2698;6061;2
2393;4917;0
2795;5350;2
2527;7561;2
4306;7617;5
960;9813;1
4731;5067;1
22;3187;0
2974;6214;2
2828;7357;7
3603;6461;6
2585;6566;9
1630;9485;6
2485;5246;2
1922;6356;3
897;8187;6
1989;6197;6
1539;6895;9
3431;5102;9
1070;3887;5
3047;7368;5
4285;1892;6
4599;9793;0
1718;1444;8
1469;6560;0
3801;4560;10
2736;8170;7
1301;6801;2
4966;4505;10
4724;1825;9
4019;3491;7
3136;9606;8
2913;5716;3
391;4142;8
1254;5650;5
2634;8721;0
2554;6090;5
2084;9592;3
547;5353;9
529;3418;7
2422;4215;7
4017;2522;7
4458;2182;2
555;6046;4
1358;3240;10
4558;6695;10
1935;9437;1
3386;8320;3
2696;4286;3
4329;9360;8
1136;7181;3
3032;3015;5
3092;3952;9
1745;8686;9
501;5901;0
503;6660;2
3382;7770;1
3440;1435;1
1644;5185;4
3753;2858;0
2164;9404;5
3496;7480;10
401;4389;7
1124;9708;7
237;6079;3
1975;4545;9
2273;3151;5
2099;3209;10
2138;1166;0
1551;5758;3
4772;2430;0
1238;4068;10
3605;3656;7
221;7584;8
3093;5827;6
1514;7564;8
1654;7898;3
2626;2589;1
4308;8852;6
1477;2871;1
438;3378;4
3730;8001;4
840;1926;2
1751;7445;5
3021;8988;10
2550;9785;4
4662;4915;0
3027;5102;2
4411;8437;2
2336;3970;6
433;4507;2
