Employee_ID;Salary;Department
22542;5706;1
69635;4378;10
7355;1045;8
48076;5525;10
42321;9023;8
63191;4709;2
11317;9757;2
55737;4994;2
59398;8362;4
35452;6730;9
41716;2468;2
63018;6102;2
58597;7941;6
20178;6947;0
18029;6990;7
27960;5524;8
54793;4271;3
2906;8096;5
10093;5743;0
22730;1747;3
31905;5161;10
6182;7701;0
60045;7723;10
5045;7603;2
25707;4799;6
64696;9590;8
37595;5122;10
39936;7845;10
64122;6134;0
19614;9216;0
38788;4546;5
42885;2496;5
32028;6884;7
51909;4773;0
27902;3913;3
9011;1331;10
9928;3659;2
12665;8555;5
67919;8670;10
31785;3629;7
51570;9230;10
67538;1632;5
66317;6605;8
4532;6473;5
28251;2115;8
20498;7185;3
51712;8118;8
11203;9568;8
65484;1710;5
36174;6529;5
49979;9218;9
60195;3568;5
4081;5979;3
11852;2376;2
30874;8151;4
50928;8362;3
30279;7349;7
67682;2736;6
21457;6331;4
47642;3106;3
30094;2853;6
42535;8617;2
12816;6829;0
45730;5352;9
56184;6109;1
26207;4242;10
10985;1247;3
11864;1133;9
34343;7959;4
11730;3585;4
58146;9574;6
32735;6852;8
50553;2427;1
58485;6383;8
2618;2867;7
48137;4719;7
67671;4800;6
14651;4149;6
26184;9488;1
23125;8624;0
58952;1819;0
65747;9007;0
44655;6563;6
7324;8767;1
45880;6543;2
7738;7520;1
15428;1962;4
21239;4517;8
7696;4456;7
2968;1862;4
58902;1767;3
2276;3382;2
38415;3199;10
6871;1273;4
2195;5724;9
8210;9465;6
20654;9625;0
31467;5852;8
226;1709;0
63766;4220;0
28638;5716;9
54369;5822;10
22334;8718;7
2530;5071;2
22251;4040;6
1769;5110;10
8431;4757;0
56823;4142;2
57464;9223;9
2216;3613;0
10308;4417;6
48850;6823;0
62333;1056;9
14117;9053;7
42986;8750;3
32040;9914;2
59738;5784;10
11254;6969;7
31629;4369;7
40444;1658;3
55792;1961;1
14564;9160;6
29808;9015;6
42137;7120;3
23937;2929;7
26007;2535;3
62999;4357;0
28448;5673;2
28752;6233;1
8619;9109;7
52620;8757;9
27914;7239;6
12073;7355;0
43791;3576;1
34145;7505;1
54363;8937;8
20251;8539;3
1661;3424;9
60877;4346;4
3198;8430;1
21255;1749;10
18046;5703;4
60830;1851;0
6062;4397;10
56969;6078;0
25177;9415;1
45235;3646;1
43430;2167;0
28959;8399;4
30363;1833;0
66723;2482;7
40627;6885;1
14357;3056;5
51806;9238;4
45723;2381;5
24788;5048;6
20411;6373;0
66983;8268;3
44937;5707;10
59047;1472;8
35909;1949;8
48652;8798;7
17100;7295;8
12565;4255;3
41674;9407;5
17537;1770;5
11664;2431;6
29431;3627;3
28583;9680;10
59318;5330;3
55868;8841;6
59872;7655;9
60485;3078;6
50518;2572;0
36944;6948;4
45738;5295;7
15607;5933;10
28640;6598;3
39033;7872;2
61500;7914;4
55597;9158;1
15595;2037;0
815;5834;8
28926;6882;6
62781;6060;8
21687;8081;0
63666;1067;0
61267;6783;8
5100;6564;5
60139;1867;1
66957;7811;1
52586;1081;8
55406;5998;4
38586;2755;4
14755;9630;3
6988;4965;6
17949;6762;5
945;1935;2
22263;3765;7
36572;1891;8
67998;7389;10
61891;2301;2
21951;8875;6
43587;5288;3
69104;4517;1
3558;3477;3
6973;8718;4
40792;6974;3
15213;3631;1
18714;7719;1
8476;8533;10
48848;8747;5
21849;5377;1
51797;9519;5
20003;8280;4
64730;1579;3
8153;6204;5
14253;9272;4
55240;8538;8
41128;7449;5
4219;7429;1
36255;3090;8
38208;4518;1
36960;2493;7
36968;2640;3
23867;9649;4
16711;6726;1
35376;4262;7
1695;1538;3
17863;1024;3
53044;4091;4
8600;8606;1
25076;6990;3
64145;1781;9
55935;9602;5
10273;8066;2
57105;3901;2
45965;7004;10
10456;9972;7
14100;7342;7
9629;1448;0
49425;2056;4
51199;6884;6
3058;1744;3
11940;2581;0
47182;4179;4
62144;4737;7
30882;9711;7
27206;4913;3
7999;5860;7
7934;7300;5
53191;2333;8
1238;3217;8
18638;9042;3
22986;8023;4
46071;1866;2
66764;9878;5
69397;7496;5
25980;9132;9
29357;9752;7
62158;6639;10
32335;4289;10
3345;4931;4
23685;2699;9
49967;5982;3
46969;2099;1
26988;4811;0
48510;3753;2
66490;5539;1
10662;6341;8
51259;4499;1
64460;7948;2
42541;8671;9
29917;3344;9
15457;7300;8
1974;6074;7
69889;5517;1
20343;7714;6
45302;6653;2
20314;3812;6
33163;6334;4
13808;2227;1
28068;9943;5
68423;9455;6
16708;1011;8
48320;6071;8
60102;8353;2
19052;6895;6
61285;2261;0
8710;1623;3
65464;3919;6
26891;9727;1
10199;4603;6
11661;2619;1
48375;6692;6
22119;8774;5
17031;7944;0
41499;4589;9
14966;7413;1
38067;3205;6
54105;5830;5
47198;2815;9
43986;4320;7
65112;3693;10
46620;2131;10
47038;5475;4
22440;1727;6
50036;1054;3
6215;8248;9
28051;6611;5
8246;6366;1
34692;6958;0
33323;8821;5
27550;5680;3
46839;5758;3
32977;6121;5
65943;4840;2
3230;4644;7
13744;1975;7
29061;1569;5
48945;1748;10
16468;4847;9
47921;9008;10
38507;1321;3
48742;2467;4
48172;5779;2
19409;7653;1
39502;6893;1
45671;6948;3
63080;8822;10
523;1583;1
18577;4925;1
57272;6706;7
16842;4614;5
6321;9357;5
50156;7392;4
63670;5993;5
67435;2027;3
55761;5994;10
29512;7263;3
17989;6316;5
34259;2523;1
3819;8060;0
27650;9463;6
3440;8518;5
44894;3895;1
43029;9705;10
69290;1057;0
28160;7375;5
25519;7327;10
31024;5529;2
29013;9095;8
18470;1810;3
52221;7851;5
37413;3198;4
18105;4338;10
36598;1133;8
32055;5668;3
67979;4626;4
63366;1162;3
18586;2007;7
35345;1865;9
64001;2043;8
2651;7249;10
37152;5215;5
64809;3700;6
59885;7514;6
37743;4714;0
1122;6652;3
44364;9409;4
2260;1358;0
42834;4172;10
54036;9976;8
18135;9128;5
57069;3330;2
55455;4450;8
9645;9296;2
31595;1553;10
36506;3387;0
14359;7936;5
35470;8613;8
44929;6292;9
14830;5700;2
59674;4965;5
7311;2377;5
26794;4085;4
48673;3457;4
19142;9400;0
51393;3414;4
5426;3573;2
19972;1409;7
62830;3526;5
11787;4690;7
7353;7575;5
27855;2380;0
53225;6331;7
30575;6486;2
46234;1660;9
14978;7494;7
44189;9565;3
60539;6681;10
41954;6145;1
10892;7917;1
19333;7658;0
457;8309;2
15231;1983;6
61975;8579;10
24295;9058;7
13610;5359;2
39795;1751;9
27852;3294;7
20922;1283;4
21073;2886;4
44210;6150;5
30733;2464;9
64354;6032;6
38158;7962;7
54450;7420;0
41580;6838;7
66454;5818;3
21830;6285;3
32269;8215;4
3329;5041;2
46621;7163;2
48584;8562;8
18972;1114;1
44889;9246;10
4509;9422;10
31999;2522;7
15346;3109;0
41410;3075;3
2434;6280;6
8261;8563;8
68648;8355;9
41925;4237;2
40073;2769;7
27443;6551;2
21134;7954;4
55028;1863;3
59369;7533;0
36013;8260;4
30470;8919;5
895;4466;5
16801;2742;7
66830;8413;9
46430;7620;9
25344;2729;0
15151;9597;10
18336;2852;3
37004;8758;3
35994;2968;6
67331;4412;0
62773;2664;6
13763;7896;4
20691;3242;1
20425;6731;3
60221;5889;2
35732;2548;9
7785;7460;2
43789;1349;10
68824;8505;8
19651;3308;9
64886;2318;6
56463;4086;4
22829;9517;0
7848;6156;10
999;7189;10
63519;3002;1
56362;7043;9
18762;4643;7
31709;2295;10
49169;9785;10
48045;9342;0
12050;9273;1
68394;4611;7
26476;1665;5
62683;1300;10
19942;5169;8
8196;5268;1
58920;2609;2
69426;4482;2
63141;5406;6
16303;1237;4
55575;9631;10
9174;6254;1
11487;5828;4
30648;4501;8
50358;6309;5
38834;1602;9
63542;5152;1
35259;8552;10
62074;3660;8
17513;2313;7
41849;5949;9
63447;8390;0
32248;8384;5
14957;5204;0
4952;5055;3
46885;5206;9
3591;8911;4
55226;9201;9
47906;6815;1
7267;2615;10
51004;9818;5
53622;5637;8
41152;5682;3
45906;2081;1
29354;1337;0
7319;8753;2
841;9400;1
60344;3849;9
8465;2769;8
23243;6842;2
23025;1192;8
46538;5886;2
10154;6558;7
20123;6535;8
28502;5268;6
2588;6378;6
41711;8988;2
26621;6918;10
49287;2734;3
39731;6485;5
44367;1752;0
61562;4856;5
35396;3210;0
59934;5783;4
7877;1478;6
62319;6649;2
30742;8401;4
1910;8460;2
18212;3406;7
51467;5166;6
56738;4298;10
8362;3363;4
8140;6879;10
22482;6661;3
14892;7140;7
7448;1554;3
42925;2704;10
51187;6455;0
15104;4098;6
34782;3942;7
9217;9122;3
50083;5013;8
20233;6241;4
62369;9022;2
14654;4330;6
6837;5969;7
883;6661;1
39056;7172;2
34597;3973;5
52194;9063;9
67047;8168;9
63287;1783;0
63812;8396;2
14227;8064;10
7919;2431;4
25758;8308;2
65366;2627;6
14851;4774;0
10285;9095;7
33936;2145;10
58781;4090;5
30422;9555;3
63438;9782;2
44462;1509;4
52560;7337;0
14397;5866;8
62986;7151;1
37880;3062;10
58280;1430;10
45006;7310;9
60718;2810;3
15236;4772;4
31918;2285;5
21962;9375;0
51996;1176;1
68891;5220;10
12850;7283;1
7191;5264;4
34046;9458;4
41742;1470;5
47716;5333;3
12555;1432;1
16119;2228;5
5555;6419;9
3017;5337;7
68046;1037;9
46221;8610;4
56428;4446;3
23050;6053;7
48873;2256;7
29687;2230;7
7315;7963;0
23803;5967;4
18593;6372;4
52349;4868;7
7603;7741;9
34892;3389;10
58016;1145;7
54607;5526;3
59247;1533;0
15046;2260;5
7867;6065;10
37312;4470;1
37708;3105;6
36366;4281;7
48522;4943;6
42727;3530;2
2687;9445;4
49665;2526;4
8317;6431;8
59521;5259;6
45953;8075;9
10570;6872;1
32593;4611;7
54608;7624;8
11328;7220;1
21653;1880;6
31197;2938;5
9763;7131;7
66151;8295;6
27166;5276;4
37071;2726;8
44917;3461;8
22667;2066;1
64367;1229;5
9465;6688;6
10549;3391;1
30926;5678;2
5658;7389;6
43832;2764;7
6079;3415;5
54211;2691;4
9015;8520;0
60541;4959;4
54321;1454;3
28524;4025;3
29842;2101;7
53898;2983;8
24543;8117;3
51191;7813;7
42079;3253;3
56219;7696;5
56916;8511;7
67916;6670;1
50424;9609;4
37682;2033;6
57560;6985;10
7859;4838;10
31772;4031;1
18267;3726;8
35157;3733;9
31033;1729;3
11369;3030;0
12021;6887;8
35372;6548;5
35243;4243;3
38627;4284;0
38079;7445;5
50691;3817;8
14726;1839;7
8124;6183;1
28582;8803;3
54757;8517;5
26165;9447;1
50904;4445;8
27592;1561;10
8300;4349;3
64694;5173;1
67628;6574;5
45520;3864;8
31183;1140;2
56307;8794;10
50560;9609;6
34013;4826;7
40761;4214;7
32231;8490;8
45799;5617;6
55745;8744;5
10455;8675;4
36209;3899;1
11386;3916;5
18453;9896;9
54073;6723;0
65335;2932;2
25534;1279;10
47324;6018;7
54935;2938;0
66247;3449;6
43109;9581;1
22529;8782;7
33046;8605;9
17607;8718;4
46631;9314;2
36790;1143;6
3022;8671;2
30258;5688;5
3296;2254;7
27432;9408;8
60619;3475;10
1227;1647;2
3371;5998;8
1685;4342;2
20863;7008;5
62223;6339;1
46295;4525;2
12275;4222;4
63604;9215;10
61921;4918;4
113;3113;9
69990;3335;8
42843;7473;7
61192;6404;5
19111;5757;10
5214;3983;0
67789;2768;6
9258;1110;9
69742;1198;9
32132;7009;9
16613;4297;7
7771;1638;7
5394;2420;10
44170;8094;5
17779;9122;6
40305;7937;3
64384;9378;7
49353;1841;10
58394;7737;10
15914;2419;6
32229;5539;10
53665;1787;6
37263;6932;1
48520;7239;10
38550;2801;6
42333;8965;2
19555;9448;8
7742;6750;6
35964;9681;5
20036;2953;4
23962;9584;7
41403;4024;3
31734;9220;3
25786;7130;1
65893;5347;5
45546;7028;7
17515;2561;1
33719;8574;5
40245;7992;6
24296;5981;2
63965;9434;7
45386;2416;0
15965;5116;7
15884;6887;9
32822;9479;0
32773;8516;1
10484;2587;6
62585;4505;1
27126;3091;2
247;5227;1
51453;5937;6
39594;5945;7
49171;9314;9
50049;2623;5
25209;8368;4
44770;9074;1
21460;2090;9
28182;3208;2
31796;4675;6
22184;9316;6
35750;1535;6
32855;2100;3
23584;9431;6
53019;6537;6
43639;8116;4
49877;3820;10
4584;2179;4
2413;2107;1
14525;8152;8
7057;1239;7
61241;7085;3
48771;4908;1
67481;3320;1
11174;4910;9
47237;5552;2
58738;1459;3
46814;9975;5
12017;8979;6
23632;5293;9
60863;6584;10
52681;7188;9
62177;4059;3
2714;1908;9
25864;3239;1
68471;8436;10
52470;1790;5
16477;2156;1
50792;2821;7
7206;2997;4
54196;4601;9
49954;8888;3
35558;4885;1
58921;3982;0
66571;4952;8
24699;9351;0
64576;2004;8
69980;3775;6
40829;5002;4
31910;7829;7
18546;3250;6
28811;6813;1
2049;7838;8
32521;8305;3
19143;5490;10
48389;1696;2
55702;1151;10
12583;5379;0
28096;3696;0
29637;9950;8
30248;7564;6
68282;5689;10
56347;1643;9
47085;9946;4
59533;9358;9
57281;1145;1
34707;3470;8
10317;7796;2
60080;3672;6
43278;8217;3
48016;4452;1
61066;5923;3
30866;6882;7
16674;6752;2
56760;6095;6
20072;1170;8
62164;7564;0
60577;9660;9
66240;5153;4
45109;5458;4
40130;3278;3
53906;6700;6
67326;4342;1
40121;9044;6
13927;5916;10
60258;7603;1
32490;9127;4
11580;5533;9
15978;7573;5
51164;8630;8
36041;3876;9
42269;6137;8
61152;8056;10
26297;7268;10
54424;1685;8
22781;6704;7
21342;7029;3
4666;2783;0
13491;4192;5
44841;9220;9
54929;7045;1
66434;4365;9
1161;1051;9
52667;4045;8
43760;6024;9
10495;3010;6
67149;7413;4
19043;6052;1
38288;2974;5
60459;9918;7
26298;8642;2
39808;7167;8
63566;8709;1
33364;1596;4
21167;1985;4
50245;6966;9
44673;5135;4
8334;5826;0
33391;8803;8
65386;7697;1
35827;8863;1
2681;3083;2
14769;1898;1
43400;6285;10
14835;6349;10
19166;9619;5
43290;6212;7
67912;6344;6
69243;8459;3
24106;9128;9
46581;1584;7
46235;4982;8
13945;3134;2
32852;8941;6
6553;6142;3
67721;6026;8
7438;7842;0
29296;1848;10
18469;6651;3
47608;3355;4
6222;9855;4
42540;9386;7
32990;9796;2
54490;7745;1
28585;6620;3
8664;9666;1
53193;6985;3
51067;6020;6
14537;9306;5
32305;2211;0
66595;9222;6
61070;7857;1
38718;6829;3
68373;3481;10
51179;4124;5
6757;4864;9
13274;6312;9
18668;3533;10
63345;7547;1
46976;9044;5
27289;9043;9
68385;9025;2
8827;8506;0
15536;5818;3
40834;8346;10
39508;7306;9
22593;8267;10
59702;6941;9
25523;5909;3
54868;5424;3
41134;1972;3
20554;1738;10
30241;9315;10
46955;9985;4
9897;4651;2
26894;5670;2
5262;5195;10
34339;5455;9
16488;1098;1
63325;3681;7
16567;1573;4
34529;4874;0
47571;4386;7
60278;4401;3
29624;2632;1
6941;2987;3
56606;2035;6
18539;1477;4
2587;8612;7
13543;9878;8
19492;2944;9
34012;6302;4
39278;5332;10
17243;8279;7
39724;2568;1
58262;9969;7
55833;8323;0
50135;6050;10
34239;5128;4
9295;8284;6
52987;6319;6
22570;7218;6
66331;3596;6
50484;1525;8
10622;8139;9
62056;4520;5
19654;5448;2
67276;2100;7
46219;2868;10
46013;4935;9
16914;5840;6
33700;5680;8
27134;5203;2
32382;8016;6
56037;2925;9
19702;7581;10
50301;7199;9
35256;9530;6
37223;1927;7
49081;1653;2
34446;4576;7
42298;5957;1
13852;1087;6
44327;3749;4
33476;5220;9
32324;6118;8
31176;6764;9
57336;5379;3
49580;1121;10
