Employee_ID;Salary;Department
1937;7353;5
517;2876;0
124;5585;8
1532;6816;6
823;1729;8
606;9375;0
708;7200;2
978;8552;9
695;5765;6
981;3029;1
862;9189;4
576;9303;2
722;4244;4
1465;8542;3
1270;1599;8
132;4603;4
989;3938;2
1158;3161;5
575;1353;8
974;2960;1
118;6902;10
685;4769;1
148;1302;4
465;4457;10
1030;5716;10
1516;3479;5
569;3492;0
1199;2417;0
1770;6588;3
766;4831;3
1102;2118;6
216;1023;10
616;9405;1
197;9041;8
1856;3378;2
272;3939;3
1123;3627;5
1122;6236;10
1689;1606;1
1190;5347;3
739;7451;6
1363;5533;3
1936;7864;4
1514;4747;3
1442;5973;9
977;3487;0
208;3722;5
267;1705;0
909;2111;9
712;2297;0
1908;5948;7
1338;5339;10
135;3052;0
446;2786;7
640;7414;5
1428;7634;0
40;3275;1
304;2288;0
265;5290;0
93;4742;4
18;8407;10
847;9762;1
941;7892;3
1861;5483;2
1089;6277;5
66;2730;2
1887;5191;4
647;3312;4
1310;4104;8
652;8883;2
464;3130;7
1457;1465;2
904;2197;0
1133;6332;5
485;5296;5
79;9243;0
930;6725;1
155;2974;6
1351;4374;3
774;8515;3
821;2620;1
162;3739;5
1592;4871;10
984;1135;9
1691;9044;3
107;5749;9
1831;3734;0
1713;9359;3
1640;6643;0
1567;7746;1
285;2029;8
734;3825;5
1001;9982;6
1674;7197;2
395;7946;9
1723;1149;9
232;2107;1
1059;7948;3
402;8841;0
1659;3379;9
22;3633;8
1842;8069;3
846;1932;7
1725;5673;10
797;3155;2
1866;6235;5
1450;1187;7
505;1151;10
1546;7839;10
1700;9943;9
1767;4627;6
7;7369;3
1508;9241;4
450;4722;0
1075;8142;8
122;1654;5
20;3328;10
1596;4833;0
1561;2729;2
851;8147;4
1955;1304;7
1807;4104;0
102;8807;1
703;6846;4
1854;5262;8
1103;1939;2
1774;8273;5
1747;6647;3
1098;8695;1
1247;6538;8
1386;6304;9
127;4654;0
1855;5689;7
672;6261;3
819;6510;0
331;9177;2
908;4408;10
1782;6358;4
720;4603;4
157;5796;7
256;6943;1
1066;7309;10
1479;5436;5
1410;1917;2
1336;9624;5
563;7061;10
1895;8968;7
627;3546;9
1594;1375;0
1485;9607;10
1934;8994;4
1529;4863;7
961;9595;0
420;2550;7
1671;1403;6
190;2335;10
380;8447;10
1825;1323;10
1217;6081;9
936;8196;2
1143;8662;7
1726;3615;8
282;1111;5
1872;9618;5
1879;5544;1
595;7890;6
869;6248;5
203;3806;9
1891;5950;6
1372;9107;4
883;3346;7
308;5241;5
531;5232;7
751;2606;3
538;9301;5
1752;9177;6
590;7850;8
222;3336;0
850;5295;10
1154;9024;3
501;2273;8
1729;2884;0
519;6261;8
1040;1503;10
1602;2963;10
661;1534;6
1811;6665;5
1262;7709;5
874;9028;0
1614;9103;2
1362;2516;9
1794;5463;7
1664;6117;8
1828;3785;5
972;3445;9
801;5418;4
675;3361;9
1701;1611;6
1684;7371;7
12;6942;3
791;9229;1
1958;2145;4
1462;6560;1
683;9983;0
182;1630;6
1071;8395;5
634;1587;1
540;8515;4
406;3643;10
1211;6671;8
1694;4920;10
840;8498;6
920;7599;1
1820;8274;4
1711;4031;9
32;3364;4
882;1018;0
782;2262;5
52;8571;4
657;1756;7
659;1640;9
612;1823;10
745;7886;6
1293;2483;7
571;5905;0
725;8795;0
980;3070;0
1478;6956;0
1606;4428;4
1228;3969;2
1639;1241;0
584;8492;8
866;2884;7
1702;4304;8
344;7747;2
507;5362;3
288;3941;7
1269;5120;9
1046;1528;1
1506;4345;1
193;7337;5
498;2342;10
580;5915;7
1989;8087;2
1483;9631;9
1490;9299;8
825;2553;6
356;4282;7
1873;8053;10
1390;3494;3
662;3319;5
816;9161;3
83;2458;7
1712;1213;10
983;1758;1
1022;2827;2
1680;9556;0
1273;8808;5
42;6644;8
899;8030;2
836;4891;8
158;7204;10
688;9378;1
1110;9403;0
443;7023;6
1488;3459;4
175;6067;3
1651;2906;4
860;3808;7
513;8594;8
351;2144;8
1836;8336;1
33;9377;9
1256;1689;6
1037;5507;0
1244;7283;10
477;1032;8
1697;3237;5
574;4950;2
854;4495;6
1917;4154;9
1400;9147;7
1041;6168;8
1227;5801;1
1704;5982;2
872;7590;1
522;4686;0
377;2793;10
430;6073;9
583;2294;2
600;5583;5
360;9031;6
1327;6956;6
341;6218;4
1106;2166;3
1509;7736;0
1839;6567;4
328;8585;10
510;4975;2
1427;6228;9
1430;4608;4
585;9565;4
1995;8661;9
106;7618;3
608;7181;8
865;7523;3
1185;4096;9
1288;3757;1
34;4826;6
817;6261;4
892;4660;8
1929;9405;5
1764;2905;7
959;9520;5
85;7497;1
89;6473;3
1440;9983;9
1959;9381;0
732;3364;4
918;3223;0
55;9232;9
1542;3984;4
390;9840;4
1036;7215;10
433;9687;9
455;7852;1
1471;2916;5
1808;5465;2
1305;3133;7
397;4177;2
1238;3091;1
289;7449;2
1645;5632;7
645;2160;1
934;1042;1
515;8213;6
1996;9920;1
1202;8939;4
1527;5202;9
962;6032;5
1348;6774;5
605;9471;2
512;9253;5
1014;1993;2
