Employee_ID;Salary;Department
23506;5459;3
26401;1250;3
35731;9862;3
16014;9917;5
37673;1442;1
9515;1207;6
45981;2616;10
21414;9360;2
31988;2538;6
12184;5532;2
50112;5332;10
6704;7839;9
59413;4502;8
23761;8872;4
54106;4020;2
52658;2815;3
38972;3000;4
17324;8511;6
19423;7742;0
12709;4041;7
22213;6972;2
42501;4007;7
23325;9767;6
20456;7348;2
13601;4931;6
12628;5101;9
38829;9023;6
24291;7534;9
12636;7328;8
11331;4092;10
465;2881;4
11075;4945;7
41495;3169;3
539;6589;3
36446;1838;8
24418;1403;0
38616;3922;0
25260;3005;8
55684;9296;9
30424;7723;2
47316;7343;6
292;6406;4
41730;7853;7
14743;3221;4
33906;6800;10
59976;7376;2
39107;9876;9
9942;8840;1
10140;5704;8
44932;3451;8
59982;6243;4
19885;8662;5
12815;7638;7
47308;6447;10
17796;1636;1
19542;2678;4
12375;9574;9
17473;4197;4
57450;8388;5
5297;6399;3
27134;8057;1
31537;8896;4
17336;1637;0
12150;2472;5
24254;1429;7
2492;5901;8
48494;5552;10
8254;7941;3
36403;6907;10
32368;3883;1
24722;2146;7
31025;4097;5
27493;9099;8
9075;5018;9
48902;1131;3
41148;1594;2
23817;4530;4
915;9945;6
5785;5368;10
4628;7209;5
4544;7953;9
14153;8206;0
17007;2133;8
16581;8037;5
54853;3021;9
44829;7819;10
11684;7940;3
32097;3510;4
24924;5800;6
14629;6401;2
18731;3029;6
39781;1875;9
56539;1105;0
181;7292;4
36346;9361;3
39773;7462;4
39165;9596;10
1780;6794;4
5912;2138;0
59537;4812;4
10623;4960;2
53759;8251;8
20934;9751;1
44165;5274;4
18525;3876;0
6506;4906;6
34573;5874;6
13439;9809;1
29337;6955;5
37007;9695;8
13065;6457;0
37235;2801;2
9960;5446;8
48719;3217;4
17649;7530;8
21291;8427;1
5329;3919;8
54013;3651;4
44187;2163;9
16156;7646;6
690;6745;10
42915;1832;0
13067;5421;5
30624;3426;8
24871;6425;1
9673;6945;4
23685;7158;9
56826;6380;7
12191;6688;4
22179;7576;3
46976;8033;9
21984;5620;8
166;7082;1
47186;3424;10
18533;5776;10
8043;3524;6
57467;4695;1
45138;9068;10
18139;9389;7
57683;5619;1
28659;9060;10
49868;6180;4
24810;2446;9
55276;2195;6
14286;9348;6
23618;8192;0
16215;2765;4
20602;1530;4
49202;1360;2
41582;8807;7
24931;7229;8
48193;1924;3
56337;9134;10
55562;8934;7
34875;9726;6
20335;8892;9
37721;2856;2
44332;4664;8
24851;1721;4
14719;8186;8
5451;4128;8
27264;3883;5
16729;5059;2
41830;8340;10
23049;8914;6
50930;4071;3
2594;3138;5
