Employee_ID;Salary;Department
7647;4675;7
7661;7483;9
15780;2479;3
14658;6439;5
14581;9336;0
18665;6449;4
1696;5687;4
7567;3485;7
7116;9186;10
6357;9165;6
8491;2128;3
9702;5194;1
15566;1384;5
15063;5286;7
2544;2692;2
14420;1940;9
6397;4844;7
949;4129;1
6225;8196;10
16850;7723;2
2552;5067;4
19711;6196;2
10005;7361;0
12563;3136;2
13722;2434;6
7172;9764;5
9657;4959;4
15103;7823;0
16125;3392;0
5818;4628;1
2674;6789;4
6151;8996;2
17032;9521;9
10143;5159;0
760;9558;2
6313;3379;6
9671;4510;0
7320;6790;6
1912;2610;6
94;8867;3
4001;3300;2
4586;4718;8
1;9724;5
207;5446;9
6437;5901;1
6077;2903;5
768;2633;5
1378;2618;1
9494;1645;1
835;7671;0
10070;3566;9
14793;7008;9
3378;9693;1
9262;1046;8
14290;4670;7
1671;8492;3
1518;4056;5
13598;4124;9
15221;2974;10
10554;6166;4
2387;2135;7
10773;4237;1
6874;9736;5
922;4452;6
2441;1511;0
3374;1752;5
8992;9823;5
16130;4472;10
17569;2060;5
4302;7772;3
15789;8093;8
4418;4554;0
2440;1692;9
14867;9067;3
16425;1011;6
544;7160;10
371;1168;1
14949;4770;0
15551;6825;5
9952;1870;0
8783;3583;6
11993;9770;8
12586;3092;0
12462;7105;8
258;9205;2
15539;1831;5
10775;4729;1
5641;8896;10
10645;3357;9
16396;7264;7
19544;5982;4
9455;8504;7
16688;7803;5
16949;7245;7
19296;6290;10
7142;9353;10
6341;5419;8
702;9678;7
16101;2896;5
1946;8511;6
17402;3363;6
13739;4057;1
13820;7489;5
12063;5579;5
3600;7217;2
18102;1776;1
16677;7830;4
7393;2185;1
19962;2582;4
6158;5651;10
14860;6897;2
110;5324;10
4626;1034;5
18788;6871;6
1887;4193;3
14371;7742;6
11106;4839;9
152;5654;1
14989;3244;4
7753;9143;1
14443;6518;3
17733;2708;10
9434;3021;1
446;5827;0
15810;7384;2
14009;9744;5
19246;1923;1
1926;8833;0
2698;6346;9
14525;6728;5
4052;4562;0
14199;3238;0
615;4379;1
16120;9864;6
18290;9137;3
8754;4133;1
10370;7873;4
4222;5467;8
5515;6158;7
13938;8832;7
1375;1225;1
19183;8944;5
13034;6524;6
11379;8629;7
14467;9239;9
11087;2199;2
13304;3585;0
15828;3247;3
3285;7218;0
3825;4672;2
5736;7224;4
16511;9440;1
18591;9953;4
16486;1483;9
3162;7687;2
3844;9080;0
6208;8195;3
2996;8186;5
16469;8577;2
9678;4735;0
16739;3786;6
1129;7532;7
2069;1661;0
17271;1473;9
2124;6831;4
14624;9099;3
14472;4428;8
268;6314;2
12108;9555;3
3393;1751;4
8246;4531;7
687;4809;8
11298;1013;0
9970;2108;8
9297;3271;4
10990;9734;4
8969;4474;7
17693;4636;10
1109;5165;5
10003;4566;8
14728;3430;3
13060;5004;5
2983;9420;5
3479;9579;4
12266;2580;6
12573;5179;7
2500;4060;10
5977;8613;2
18136;9285;7
10572;5662;0
6472;8646;10
12721;6734;2
10634;6425;4
6537;8047;10
8642;3707;4
14518;9799;10
98;1257;5
11921;7834;1
12038;1279;2
7863;9293;6
7589;3782;8
7980;5979;3
13367;7572;10
18088;2938;0
11278;5978;10
10876;1064;3
6592;2837;10
8963;6222;4
17838;4306;4
14400;6472;1
3390;7571;2
17472;8535;3
2383;7655;6
16457;5325;9
16427;2869;7
8529;3145;4
1995;1722;5
17445;8731;6
5287;9435;0
11028;2559;4
14926;6584;3
7540;1595;7
3366;6384;1
15968;9585;5
8264;3307;8
16200;9037;5
6097;7919;3
8116;3762;6
5543;6159;1
18529;5190;6
18322;5384;10
11936;2341;6
7262;7638;7
9904;3380;0
8417;1441;5
11650;2970;1
18091;4866;5
1533;2842;2
17859;3822;5
8961;6178;6
11996;7688;2
12059;5941;7
18815;5578;2
10813;2291;4
11623;2347;2
3034;9196;8
15887;9759;0
1291;1045;6
17444;6036;1
16365;3006;0
3913;7442;0
6394;1539;2
15336;5150;7
1439;6683;10
19114;2588;8
16722;2853;7
231;2497;8
3133;7366;9
10184;4641;2
14058;7523;3
10837;4157;9
11259;1516;2
17814;7855;6
17609;1218;4
3674;3188;3
19997;9356;5
11170;4460;6
14141;7809;10
19601;3447;3
8144;5866;3
19546;1483;8
3675;5562;2
12594;2811;3
5194;1491;5
18468;8884;3
17876;2563;5
2314;1473;2
15650;6862;3
12248;2572;5
8462;6263;7
7432;4076;2
10484;9693;4
13173;9378;8
1973;6607;7
12711;4700;10
495;6411;2
12190;2012;2
13795;2644;8
3988;1816;2
3028;8920;5
13256;2628;2
3762;2815;0
10459;1740;1
19498;7482;10
5170;7243;3
18773;5420;4
8055;5844;6
8919;3933;2
4382;7989;0
15288;1985;2
10825;6258;6
4870;4862;4
14451;2498;0
2048;3050;7
18870;8785;6
14382;5312;4
953;9967;8
8853;8478;9
17268;4206;1
2469;5789;0
8414;7842;5
10139;1035;6
11114;9848;10
6771;7921;5
5137;2692;1
12562;3489;0
16944;8037;8
6580;8727;2
11661;6758;6
1471;9829;6
13522;9613;2
4360;4504;2
13075;6150;6
12954;7705;8
3586;1654;2
5111;8583;3
18977;8440;1
15812;9482;7
18429;7455;10
19014;1868;8
9520;4146;10
14109;8042;4
8814;3077;0
1442;6829;9
13347;3327;3
6682;1184;3
8292;6990;10
6940;1486;3
13219;9352;10
16029;2819;2
5415;5863;2
12529;8646;10
807;7093;3
1261;2834;0
2323;1710;9
3596;1833;6
7743;9801;2
3163;3371;3
13573;5763;9
6326;5121;9
7316;1042;8
14625;8617;4
5859;9697;6
9971;8330;6
15302;9479;9
4922;9601;1
11670;5441;5
11994;7975;9
11079;1181;5
1502;5863;8
