Employee_ID;Salary;Department
1042;9755;2
2908;9661;1
938;6178;6
2806;7313;10
2968;5073;2
2299;6664;8
2121;4503;4
2707;3665;1
120;2974;3
1102;7302;2
2548;5931;9
1028;4377;7
1840;9709;6
367;1398;4
2979;4863;6
1493;7578;2
565;8762;8
435;8858;6
1873;4628;5
91;9169;8
2544;5393;2
2158;2987;3
1771;7499;0
2297;7952;7
1485;7026;2
186;9696;4
1723;6895;0
1999;2513;5
648;1016;3
286;4398;4
2056;3535;4
2620;9075;8
801;5971;8
541;1000;6
1348;5752;8
2173;7545;3
2896;4978;10
1903;5221;4
558;2627;7
2910;4849;2
2196;8475;5
2075;8351;1
2853;4781;6
2971;8252;6
2495;3398;10
2659;9424;3
78;4719;5
2787;2408;5
2481;2809;3
480;2758;10
1255;3479;7
1108;8539;0
1646;1395;3
2467;1247;10
2982;8010;8
2875;5313;7
1592;1846;6
1996;9527;9
581;7993;9
2582;1341;9
1688;8687;10
955;2262;9
406;3366;1
1525;7732;9
837;4531;10
1229;2536;10
2838;9288;10
1593;4583;5
953;4091;6
1951;1868;0
950;3170;10
69;8438;0
1360;5005;2
467;7826;0
1815;3356;2
453;9261;10
2923;7110;6
1384;6197;10
396;7079;9
1320;3601;6
478;6063;3
2845;8920;8
2373;9912;7
2638;5726;7
1621;2157;3
677;2873;0
2491;2714;7
384;4091;5
2619;2783;5
809;2345;7
2465;6275;1
2021;8572;0
1014;8644;9
2843;8746;5
886;4082;10
2771;9389;9
1400;9354;3
2970;1327;2
664;8928;3
158;6657;2
1643;6482;9
2766;5925;4
1281;8205;4
2024;4385;3
805;8763;9
166;5778;3
798;6862;10
2410;3002;0
398;9817;3
36;1310;10
579;9094;2
1104;6586;0
233;4654;2
1061;6475;2
601;8023;1
1341;8588;4
810;6999;2
585;6872;2
1076;5088;9
730;4306;5
2187;6815;4
380;8807;1
2818;2009;3
2267;7624;0
74;2450;5
1056;5189;8
890;5184;3
1863;9987;4
1839;8253;3
165;1300;6
10;8580;6
1709;1544;6
557;7357;4
2211;2791;8
945;9084;2
712;1565;7
2871;8352;3
133;6195;9
290;2129;2
689;5300;7
2330;8191;1
1674;4069;7
1082;8544;1
2721;4918;3
1123;1308;9
1249;3911;3
1297;8418;10
450;7575;9
1273;9772;3
2645;6487;0
2626;7873;3
518;9420;6
1746;8714;5
2451;6831;9
2064;6252;10
2525;2671;3
1386;6096;6
1814;7401;6
591;2287;9
1998;4052;1
1994;8247;3
2026;5398;3
1696;3470;4
1150;7003;3
1848;9789;2
360;6645;4
2380;7107;5
1118;6464;2
1194;7287;8
1147;2304;8
1617;2763;6
2956;6346;10
2148;3042;9
643;1217;10
1178;8038;5
1204;4120;6
340;7827;1
923;1716;0
1164;3912;9
1219;8488;2
2722;6161;7
231;8562;10
883;7198;1
2317;9625;2
595;9166;8
1871;3307;2
1284;9202;7
1074;7986;2
116;7323;7
846;3429;3
62;1458;8
1051;5916;10
1520;6351;8
1689;8209;5
1221;7431;1
773;8860;9
1017;2105;0
2022;3960;4
2819;3369;4
388;9787;7
2360;2539;10
1226;8603;6
2520;2585;7
657;9193;4
1847;7928;2
981;6269;0
333;6844;2
1230;4142;3
1670;5220;1
140;5544;9
816;9578;8
1083;3384;9
967;9567;10
1618;1273;10
198;2984;10
53;4629;10
1855;3812;2
740;8075;1
2275;8494;9
2382;8298;2
2292;3986;6
2395;6825;6
779;9273;7
2074;6763;4
2366;2623;3
1717;9307;1
1837;4485;0
2883;1603;5
2197;4083;6
458;7732;10
1327;5864;5
2654;4983;6
1415;1377;3
500;4462;8
2866;7989;9
2615;5747;5
474;5729;2
111;1941;10
2308;7209;10
562;6665;5
66;7051;3
420;7315;7
2980;8561;7
1;8937;9
2283;6852;9
309;1988;2
1500;4490;7
146;3482;6
199;8188;8
148;4838;2
328;9970;1
2777;2614;2
2285;8484;6
515;2530;4
2209;3965;8
2191;2908;10
1976;3823;1
2628;9454;0
298;8391;7
429;5864;1
1262;8264;4
45;3539;3
282;9654;5
1878;1558;1
2851;1982;6
754;1124;8
1824;5602;0
2975;4668;8
542;7099;10
566;9415;3
2836;6235;10
1687;9648;10
2117;7104;8
2011;5018;6
1189;5749;3
1037;6174;10
1516;4139;3
2368;6280;5
1238;1569;2
1666;1826;10
281;8753;9
1119;4168;4
87;4702;1
2015;2665;3
2237;9750;7
1798;4223;0
1671;7952;6
451;2528;10
